Date,lag_1,lag_2,lag_3,rolling_mean_4w,vaksin_persen,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,target_minggu_depan
2020-10-25 00:00:00+00:00,28418.0,29951.0,28285.0,28624.75,0.0,0,0,0,0,0,0,0,0,0,1,0,0,23072.0
2020-11-01 00:00:00+00:00,27845.0,28418.0,29951.0,27321.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,24932.0
2020-11-08 00:00:00+00:00,23072.0,27845.0,28418.0,26066.75,0.0,0,0,0,0,0,0,0,0,0,0,1,0,29397.0
2020-11-15 00:00:00+00:00,24932.0,23072.0,27845.0,26311.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,30555.0
2020-11-22 00:00:00+00:00,29397.0,24932.0,23072.0,26989.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,36598.0
2020-11-29 00:00:00+00:00,30555.0,29397.0,24932.0,30370.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,41530.0
2020-12-06 00:00:00+00:00,36598.0,30555.0,29397.0,34520.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,42024.0
2020-12-13 00:00:00+00:00,41530.0,36598.0,30555.0,37676.75,0.0,0,0,0,0,0,0,0,0,0,0,0,1,47110.0
2020-12-20 00:00:00+00:00,42024.0,41530.0,36598.0,41815.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,48435.0
2020-12-27 00:00:00+00:00,47110.0,42024.0,41530.0,44774.75,0.0,0,0,0,0,0,0,0,0,0,0,0,1,51985.0
2021-01-03 00:00:00+00:00,48435.0,47110.0,42024.0,47388.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,62676.0
2021-01-10 00:00:00+00:00,51985.0,48435.0,47110.0,52551.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,79903.0
2021-01-17 00:00:00+00:00,62676.0,51985.0,48435.0,60749.75,0.0,1,0,0,0,0,0,0,0,0,0,0,0,81333.0
2021-01-24 00:00:00+00:00,79903.0,62676.0,51985.0,68974.25,0.0,1,0,0,0,0,0,0,0,0,0,0,0,89052.0
2021-01-31 00:00:00+00:00,81333.0,79903.0,62676.0,78241.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,79523.0
2021-02-07 00:00:00+00:00,89052.0,81333.0,79903.0,82452.75,0.0,0,1,0,0,0,0,0,0,0,0,0,0,59631.0
2021-02-14 00:00:00+00:00,79523.0,89052.0,81333.0,77384.75,0.0,0,1,0,0,0,0,0,0,0,0,0,0,61394.0
2021-02-21 00:00:00+00:00,59631.0,79523.0,89052.0,72400.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,48150.66666666666
2021-02-28 00:00:00+00:00,61394.0,59631.0,79523.0,62174.666666666664,0.0,0,1,0,0,0,0,0,0,0,0,0,0,45028.0
2021-03-07 00:00:00+00:00,48150.66666666666,61394.0,59631.0,53550.916666666664,0.0,0,0,1,0,0,0,0,0,0,0,0,0,39793.0
2021-03-14 00:00:00+00:00,45028.0,48150.66666666666,61394.0,48591.416666666664,0.0,0,0,1,0,0,0,0,0,0,0,0,0,40729.0
2021-03-21 00:00:00+00:00,39793.0,45028.0,48150.66666666666,43425.166666666664,2.0478529924494024,0,0,1,0,0,0,0,0,0,0,0,0,35901.0
2021-03-28 00:00:00+00:00,40729.0,39793.0,45028.0,40362.75,2.680642856853922,0,0,1,0,0,0,0,0,0,0,0,0,38170.0
2021-04-04 00:00:00+00:00,35901.0,40729.0,39793.0,38648.25,3.193581386904913,0,0,0,1,0,0,0,0,0,0,0,0,32740.0
2021-04-11 00:00:00+00:00,38170.0,35901.0,40729.0,36885.0,3.71777549027907,0,0,0,1,0,0,0,0,0,0,0,0,37353.0
2021-04-18 00:00:00+00:00,32740.0,38170.0,35901.0,36041.0,4.007498899433053,0,0,0,1,0,0,0,0,0,0,0,0,36846.0
2021-04-25 00:00:00+00:00,37353.0,32740.0,38170.0,36277.25,4.342617653466512,0,0,0,1,0,0,0,0,0,0,0,0,36080.0
2021-05-02 00:00:00+00:00,36846.0,37353.0,32740.0,35754.75,4.610282537095864,0,0,0,0,1,0,0,0,0,0,0,0,36410.0
2021-05-09 00:00:00+00:00,36080.0,36846.0,37353.0,36672.25,4.937366248469299,0,0,0,0,1,0,0,0,0,0,0,0,26066.0
2021-05-16 00:00:00+00:00,36410.0,36080.0,36846.0,33850.5,5.084158717062566,0,0,0,0,1,0,0,0,0,0,0,0,35470.0
2021-05-23 00:00:00+00:00,26066.0,36410.0,36080.0,33506.5,5.510998199185988,0,0,0,0,1,0,0,0,0,0,0,0,40821.0
2021-05-30 00:00:00+00:00,35470.0,26066.0,36410.0,34691.75,6.034220443961958,0,0,0,0,1,0,0,0,0,0,0,0,39997.0
2021-06-06 00:00:00+00:00,40821.0,35470.0,26066.0,35588.5,6.529736206599847,0,0,0,0,0,1,0,0,0,0,0,0,55320.0
2021-06-13 00:00:00+00:00,39997.0,40821.0,35470.0,42902.0,7.460638329680469,0,0,0,0,0,1,0,0,0,0,0,0,78551.0
2021-06-20 00:00:00+00:00,55320.0,39997.0,40821.0,53672.25,8.528141359253501,0,0,0,0,0,1,0,0,0,0,0,0,125395.0
2021-06-27 00:00:00+00:00,78551.0,55320.0,39997.0,74815.75,10.03529604643,0,0,0,0,0,1,0,0,0,0,0,0,168780.0
2021-07-04 00:00:00+00:00,125395.0,78551.0,55320.0,107011.5,11.86649895974676,0,0,0,0,0,0,1,0,0,0,0,0,243119.0
2021-07-11 00:00:00+00:00,168780.0,125395.0,78551.0,153961.25,13.42209224894397,0,0,0,0,0,0,1,0,0,0,0,0,350273.0
2021-07-18 00:00:00+00:00,243119.0,168780.0,125395.0,221891.75,15.42296812817854,0,0,0,0,0,0,1,0,0,0,0,0,289029.0
2021-07-25 00:00:00+00:00,350273.0,243119.0,168780.0,262800.25,16.457930918891897,0,0,0,0,0,0,1,0,0,0,0,0,273891.0
2021-08-01 00:00:00+00:00,289029.0,350273.0,243119.0,289078.0,17.57123602319947,0,0,0,0,0,0,0,1,0,0,0,0,225635.0
2021-08-08 00:00:00+00:00,273891.0,289029.0,350273.0,284707.0,18.68882603948336,0,0,0,0,0,0,0,1,0,0,0,0,188323.0
2021-08-15 00:00:00+00:00,225635.0,273891.0,289029.0,244219.5,19.86948323920856,0,0,0,0,0,0,0,1,0,0,0,0,125102.0
2021-08-22 00:00:00+00:00,188323.0,225635.0,273891.0,203237.75,21.2207534356358,0,0,0,0,0,0,0,1,0,0,0,0,94375.0
2021-08-29 00:00:00+00:00,125102.0,188323.0,225635.0,158358.75,22.81783205977728,0,0,0,0,0,0,0,1,0,0,0,0,55189.0
2021-09-05 00:00:00+00:00,94375.0,125102.0,188323.0,115747.25,24.715656879245017,0,0,0,0,0,0,0,0,1,0,0,0,38491.0
2021-09-12 00:00:00+00:00,55189.0,94375.0,125102.0,78289.25,26.930103681657585,0,0,0,0,0,0,0,0,1,0,0,0,23252.0
2021-09-19 00:00:00+00:00,38491.0,55189.0,94375.0,52826.75,29.42790647997897,0,0,0,0,0,0,0,0,1,0,0,0,17250.0
2021-09-26 00:00:00+00:00,23252.0,38491.0,55189.0,33545.5,31.99830926211185,0,0,0,0,0,0,0,0,1,0,0,0,11271.0
2021-10-03 00:00:00+00:00,17250.0,23252.0,38491.0,22566.0,34.70728590511143,0,0,0,0,0,0,0,0,0,1,0,0,8648.0
2021-10-10 00:00:00+00:00,11271.0,17250.0,23252.0,15105.25,37.03109936781561,0,0,0,0,0,0,0,0,0,1,0,0,6826.0
2021-10-17 00:00:00+00:00,8648.0,11271.0,17250.0,10998.75,39.78596209617494,0,0,0,0,0,0,0,0,0,1,0,0,5261.0
2021-10-24 00:00:00+00:00,6826.0,8648.0,11271.0,8001.5,41.83239430981306,0,0,0,0,0,0,0,0,0,1,0,0,4339.0
2021-10-31 00:00:00+00:00,5261.0,6826.0,8648.0,6268.5,44.28590426392671,0,0,0,0,0,0,0,0,0,1,0,0,3807.0
2021-11-07 00:00:00+00:00,4339.0,5261.0,6826.0,5058.25,46.30057342951102,0,0,0,0,0,0,0,0,0,0,1,0,2690.0
2021-11-14 00:00:00+00:00,3807.0,4339.0,5261.0,4024.25,48.21667518609658,0,0,0,0,0,0,0,0,0,0,1,0,2557.0
2021-11-21 00:00:00+00:00,2690.0,3807.0,4339.0,3348.25,49.74697905656193,0,0,0,0,0,0,0,0,0,0,1,0,2524.0
2021-11-28 00:00:00+00:00,2557.0,2690.0,3807.0,2894.5,51.26877231761225,0,0,0,0,0,0,0,0,0,0,1,0,1749.0
2021-12-05 00:00:00+00:00,2524.0,2557.0,2690.0,2380.0,52.71290978361354,0,0,0,0,0,0,0,0,0,0,0,1,1458.0
2021-12-12 00:00:00+00:00,1749.0,2524.0,2557.0,2072.0,54.21447609880504,0,0,0,0,0,0,0,0,0,0,0,1,1401.0
2021-12-19 00:00:00+00:00,1458.0,1749.0,2524.0,1783.0,56.038372678364986,0,0,0,0,0,0,0,0,0,0,0,1,1215.0
2021-12-26 00:00:00+00:00,1401.0,1458.0,1749.0,1455.75,57.97169032157294,0,0,0,0,0,0,0,0,0,0,0,1,1409.0
2022-01-02 00:00:00+00:00,1215.0,1401.0,1458.0,1370.75,61.39840193360335,1,0,0,0,0,0,0,0,0,0,0,0,3027.0
2022-01-09 00:00:00+00:00,1409.0,1215.0,1401.0,1763.0,62.968600858587855,1,0,0,0,0,0,0,0,0,0,0,0,5454.0
2022-01-16 00:00:00+00:00,3027.0,1409.0,1215.0,2776.25,65.2477547170421,1,0,0,0,0,0,0,0,0,0,0,0,14729.0
2022-01-23 00:00:00+00:00,5454.0,3027.0,1409.0,6154.75,67.03505079091802,1,0,0,0,0,0,0,0,0,0,0,0,56807.0
2022-01-30 00:00:00+00:00,14729.0,5454.0,3027.0,20004.25,68.30312345175959,1,0,0,0,0,0,0,0,0,0,0,0,173295.0
2022-02-06 00:00:00+00:00,56807.0,14729.0,5454.0,62571.25,69.05516103232507,0,1,0,0,0,0,0,0,0,0,0,0,291298.0
2022-02-13 00:00:00+00:00,173295.0,56807.0,14729.0,134032.25,69.68176223736978,0,1,0,0,0,0,0,0,0,0,0,0,389727.0
2022-02-20 00:00:00+00:00,291298.0,173295.0,56807.0,227781.75,70.1865905963162,0,1,0,0,0,0,0,0,0,0,0,0,341889.0
2022-02-27 00:00:00+00:00,389727.0,291298.0,173295.0,299052.25,70.56617058589865,0,1,0,0,0,0,0,0,0,0,0,0,209331.0
2022-03-06 00:00:00+00:00,341889.0,389727.0,291298.0,308061.25,71.05873672438287,0,0,1,0,0,0,0,0,0,0,0,0,141770.0
2022-03-13 00:00:00+00:00,209331.0,341889.0,389727.0,270679.25,71.57575513607377,0,0,1,0,0,0,0,0,0,0,0,0,71988.0
2022-03-20 00:00:00+00:00,141770.0,209331.0,341889.0,191244.5,72.00473411345847,0,0,1,0,0,0,0,0,0,0,0,0,36470.0
2022-03-27 00:00:00+00:00,71988.0,141770.0,209331.0,114889.75,72.49680803109896,0,0,1,0,0,0,0,0,0,0,0,0,21028.0
2022-04-03 00:00:00+00:00,36470.0,71988.0,141770.0,67814.0,72.86060512586869,0,0,0,1,0,0,0,0,0,0,0,0,12726.0
2022-04-10 00:00:00+00:00,21028.0,36470.0,71988.0,35553.0,73.09050630824126,0,0,0,1,0,0,0,0,0,0,0,0,7166.0
2022-04-17 00:00:00+00:00,12726.0,21028.0,36470.0,19347.5,73.34898775727223,0,0,0,1,0,0,0,0,0,0,0,0,4277.0
2022-04-24 00:00:00+00:00,7166.0,12726.0,21028.0,11299.25,73.61119121008153,0,0,0,1,0,0,0,0,0,0,0,0,2890.0
2022-05-01 00:00:00+00:00,4277.0,7166.0,12726.0,6764.75,73.77632797232914,0,0,0,0,1,0,0,0,0,0,0,0,1391.0
2022-05-08 00:00:00+00:00,2890.0,4277.0,7166.0,3931.0,73.77632797232914,0,0,0,0,1,0,0,0,0,0,0,0,2345.0
2022-05-15 00:00:00+00:00,1391.0,2890.0,4277.0,2725.75,73.87179846101195,0,0,0,0,1,0,0,0,0,0,0,0,1814.0
2022-05-22 00:00:00+00:00,2345.0,1391.0,2890.0,2110.0,73.97507601638506,0,0,0,0,1,0,0,0,0,0,0,0,1825.0
2022-05-29 00:00:00+00:00,1814.0,2345.0,1391.0,1843.75,74.09151955410032,0,0,0,0,1,0,0,0,0,0,0,0,2385.0
2022-06-05 00:00:00+00:00,1825.0,1814.0,2345.0,2092.25,74.19304917034196,0,0,0,0,0,1,0,0,0,0,0,0,3688.0
2022-06-12 00:00:00+00:00,2385.0,1825.0,1814.0,2428.0,74.3311822529945,0,0,0,0,0,1,0,0,0,0,0,0,7587.0
2022-06-19 00:00:00+00:00,3688.0,2385.0,1825.0,3871.25,74.44210847616986,0,0,0,0,0,1,0,0,0,0,0,0,12376.0
2022-06-26 00:00:00+00:00,7587.0,3688.0,2385.0,6509.0,74.52381824649864,0,0,0,0,0,1,0,0,0,0,0,0,13466.0
2022-07-03 00:00:00+00:00,12376.0,7587.0,3688.0,9279.25,74.59747743035125,0,0,0,0,0,0,1,0,0,0,0,0,17388.0
2022-07-10 00:00:00+00:00,13466.0,12376.0,7587.0,12704.25,74.6655560141269,0,0,0,0,0,0,1,0,0,0,0,0,23648.0
2022-07-17 00:00:00+00:00,17388.0,13466.0,12376.0,16719.5,74.73794837696597,0,0,0,0,0,0,1,0,0,0,0,0,33389.0
2022-07-24 00:00:00+00:00,23648.0,17388.0,13466.0,21972.75,74.8315325125357,0,0,0,0,0,0,1,0,0,0,0,0,38756.0
2022-07-31 00:00:00+00:00,33389.0,23648.0,17388.0,28295.25,74.93551916199645,0,0,0,0,0,0,1,0,0,0,0,0,37880.0
2022-08-07 00:00:00+00:00,38756.0,33389.0,23648.0,33418.25,75.03041786030067,0,0,0,0,0,0,0,1,0,0,0,0,37796.0
2022-08-14 00:00:00+00:00,37880.0,38756.0,33389.0,36955.25,75.11062025055692,0,0,0,0,0,0,0,1,0,0,0,0,32783.0
2022-08-21 00:00:00+00:00,37796.0,37880.0,38756.0,36803.75,75.17137806703225,0,0,0,0,0,0,0,1,0,0,0,0,30747.0
2022-08-28 00:00:00+00:00,32783.0,37796.0,37880.0,34801.5,75.23377390565363,0,0,0,0,0,0,0,1,0,0,0,0,26238.0
2022-09-04 00:00:00+00:00,30747.0,32783.0,37796.0,31891.0,75.28296712293775,0,0,0,0,0,0,0,0,1,0,0,0,19950.0
2022-09-11 00:00:00+00:00,26238.0,30747.0,32783.0,27429.5,75.28957250460586,0,0,0,0,0,0,0,0,1,0,0,0,16314.0
2022-09-18 00:00:00+00:00,19950.0,26238.0,30747.0,23312.25,75.6182587094028,0,0,0,0,0,0,0,0,1,0,0,0,13723.0
2022-09-25 00:00:00+00:00,16314.0,19950.0,26238.0,19056.25,75.67477380425984,0,0,0,0,0,0,0,0,1,0,0,0,12056.0
2022-10-02 00:00:00+00:00,13723.0,16314.0,19950.0,15510.75,75.72247148437896,0,0,0,0,0,0,0,0,0,1,0,0,10363.0
2022-10-09 00:00:00+00:00,12056.0,13723.0,16314.0,13114.0,75.75402321055176,0,0,0,0,0,0,0,0,0,1,0,0,11920.0
2022-10-16 00:00:00+00:00,10363.0,12056.0,13723.0,12015.5,75.78296986716147,0,0,0,0,0,0,0,0,0,1,0,0,14093.0
2022-10-23 00:00:00+00:00,11920.0,10363.0,12056.0,12108.0,75.90262579354096,0,0,0,0,0,0,0,0,0,1,0,0,19661.0
2022-10-30 00:00:00+00:00,14093.0,11920.0,10363.0,14009.25,75.91983427834616,0,0,0,0,0,0,0,0,0,1,0,0,30670.0
2022-11-06 00:00:00+00:00,19661.0,14093.0,11920.0,19086.0,75.93897685798538,0,0,0,0,0,0,0,0,0,0,1,0,40212.0
2022-11-13 00:00:00+00:00,30670.0,19661.0,14093.0,26159.0,75.96069971110005,0,0,0,0,0,0,0,0,0,0,1,0,46863.0
2022-11-20 00:00:00+00:00,40212.0,30670.0,19661.0,34351.5,75.984620163741,0,0,0,0,0,0,0,0,0,0,1,0,41877.0
2022-11-27 00:00:00+00:00,46863.0,40212.0,30670.0,39905.5,76.02006783639632,0,0,0,0,0,0,0,0,0,0,1,0,29959.0
2022-12-04 00:00:00+00:00,41877.0,46863.0,40212.0,39727.75,75.39862754839338,0,0,0,0,0,0,0,0,0,0,0,1,18587.0
2022-12-11 00:00:00+00:00,29959.0,41877.0,46863.0,34321.5,75.43455707934832,0,0,0,0,0,0,0,0,0,0,0,1,10807.0
2022-12-18 00:00:00+00:00,18587.0,29959.0,41877.0,25307.5,75.4642957303983,0,0,0,0,0,0,0,0,0,0,0,1,6527.0
